UF,indice_pim_sem_ajuste,indice_pim _com_ajuste_sazonal,Segmentação,mês,ano
São Paulo,105.41435,94.7859629,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2021
São Paulo,87.31878,77.94805482,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2019
São Paulo,89.22343,83.25896791,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",10,2017
São Paulo,71.785,80.38625033,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2017
São Paulo,78.90494,81.29209173,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2019
São Paulo,71.84385,76.89904452,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",11,2016
São Paulo,79.76639,101.0828887,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2022
São Paulo,106.23417,98.13152082,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2014
São Paulo,76.04391,95.9487245,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,2021
São Paulo,90.55656,81.46624965,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,2020
São Paulo,96.63208,103.584492,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2013
São Paulo,121.87852,103.5839421,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2025
São Paulo,95.61063,100.0588846,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",12,2012
São Paulo,65.66072,77.5436245,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2019
São Paulo,112.41039,103.9309868,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2022
São Paulo,84.99709,100.8105416,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2022
São Paulo,80.26458,81.93980542,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",4,2017
São Paulo,85.23151,104.8070383,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",1,2025
São Paulo,101.4722,91.31699114,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2020
São Paulo,125.15773,107.4215473,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2023
São Paulo,90.26785,83.84390337,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",6,2016
São Paulo,106.72807,98.30663457,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,2014
São Paulo,97.00313,86.49909618,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",9,2017
São Paulo,95.00724,100.3103699,"Fabricação de celulose, papel e produtos de papel",4,2017
São Paulo,111.41442,109.4596627,"Fabricação de celulose, papel e produtos de papel",7,2013
São Paulo,107.90054,103.0187723,"Fabricação de celulose, papel e produtos de papel",8,2023
São Paulo,101.30297,102.2266948,"Fabricação de celulose, papel e produtos de papel",1,2019
São Paulo,105.98397,104.6272889,"Fabricação de celulose, papel e produtos de papel",3,2017
São Paulo,97.59443,100.3424513,"Fabricação de celulose, papel e produtos de papel",6,2025
São Paulo,93.5345,98.52478596,"Fabricação de celulose, papel e produtos de papel",4,2022
São Paulo,98.29916,100.5558214,"Fabricação de celulose, papel e produtos de papel",1,2017
São Paulo,100.25129,97.78089718,"Fabricação de celulose, papel e produtos de papel",9,2020
São Paulo,107.55054,103.2805398,"Fabricação de celulose, papel e produtos de papel",7,2024
São Paulo,99.39422,99.10278082,"Fabricação de celulose, papel e produtos de papel",11,2024
São Paulo,97.56063,97.20433743,"Fabricação de celulose, papel e produtos de papel",12,2021
São Paulo,89.19548,99.03253766,"Fabricação de celulose, papel e produtos de papel",2,2017
São Paulo,92.08074,99.98696259,"Fabricação de celulose, papel e produtos de papel",2,2019
São Paulo,89.94508,87.59569509,"Fabricação de celulose, papel e produtos de papel",5,2018
São Paulo,115.47458,113.0229081,"Fabricação de celulose, papel e produtos de papel",8,2013
São Paulo,105.18172,98.69873096,"Fabricação de celulose, papel e produtos de papel",10,2020
São Paulo,109.31531,112.3858791,"Fabricação de celulose, papel e produtos de papel",6,2013
São Paulo,112.46811,112.3268462,"Fabricação de celulose, papel e produtos de papel",9,2013
São Paulo,101.86601,102.007108,"Fabricação de celulose, papel e produtos de papel",12,2022
São Paulo,89.4556,92.30065232,"Fabricação de celulose, papel e produtos de papel",6,2021
São Paulo,113.65651,111.8873415,"Fabricação de celulose, papel e produtos de papel",5,2013
São Paulo,88.06669,98.13107088,"Fabricação de celulose, papel e produtos de papel",2,2023
São Paulo,105.78979,104.6368085,"Fabricação de celulose, papel e produtos de papel",9,2018
São Paulo,112.61487,111.0807941,"Fabricação de celulose, papel e produtos de papel",7,2012
São Paulo,102.05416,99.63621524,"Fabricação de celulose, papel e produtos de papel",11,2017
São Paulo,102.21186,101.6776848,"Fabricação de celulose, papel e produtos de papel",3,2021
São Paulo,115.3108,113.3183447,"Fabricação de celulose, papel e produtos de papel",8,2012
São Paulo,97.07706,93.17773046,"Fabricação de celulose, papel e produtos de papel",8,2021
São Paulo,93.98215,103.7253678,"Fabricação de celulose, papel e produtos de papel",2,2021
São Paulo,94.22631,99.57023922,"Fabricação de celulose, papel e produtos de papel",4,2023
São Paulo,94.29555,97.04911034,"Fabricação de celulose, papel e produtos de papel",6,2023
São Paulo,113.10984,113.5367283,"Fabricação de celulose, papel e produtos de papel",9,2012
São Paulo,119.81245,113.0281024,"Fabricação de celulose, papel e produtos de papel",10,2012
São Paulo,99.22641,103.7846338,"Fabricação de celulose, papel e produtos de papel",4,2018
São Paulo,100.63739,102.2452025,"Fabricação de celulose, papel e produtos de papel",12,2017
São Paulo,104.82744,100.9967881,"Fabricação de celulose, papel e produtos de papel",8,2025
São Paulo,94.72597,94.92438733,"Fabricação de celulose, papel e produtos de papel",5,2021
São Paulo,112.29327,109.5698108,"Fabricação de celulose, papel e produtos de papel",3,2012
São Paulo,102.432,102.2671677,"Fabricação de celulose, papel e produtos de papel",3,2018
São Paulo,108.77877,101.4940641,"Fabricação de celulose, papel e produtos de papel",10,2024
São Paulo,98.46642,98.19655232,"Fabricação de celulose, papel e produtos de papel",5,2023
São Paulo,109.72271,112.7502369,"Fabricação de celulose, papel e produtos de papel",4,2012
São Paulo,91.93888,101.6486207,"Fabricação de celulose, papel e produtos de papel",2,2018
São Paulo,114.50362,111.7773035,"Fabricação de celulose, papel e produtos de papel",5,2012
São Paulo,106.00118,104.7763665,"Fabricação de celulose, papel e produtos de papel",7,2018
São Paulo,90.45538,95.23390176,"Fabricação de celulose, papel e produtos de papel",4,2021
São Paulo,97.54288,98.98216375,"Fabricação de celulose, papel e produtos de papel",1,2018
São Paulo,103.79789,109.587612,"Fabricação de celulose, papel e produtos de papel",2,2012
São Paulo,109.96845,105.5005048,"Fabricação de celulose, papel e produtos de papel",8,2018
São Paulo,102.80079,104.0236375,"Fabricação de celulose, papel e produtos de papel",1,2022
São Paulo,108.80113,111.7888284,"Fabricação de celulose, papel e produtos de papel",6,2012
São Paulo,107.80999,101.8429362,"Fabricação de celulose, papel e produtos de papel",10,2017
São Paulo,99.99449,98.97475671,"Fabricação de celulose, papel e produtos de papel",12,2020
São Paulo,106.22439,104.1339643,"Fabricação de celulose, papel e produtos de papel",11,2018
São Paulo,105.05151,114.5228769,"Fabricação de celulose, papel e produtos de papel",2,2013
São Paulo,97.99266,97.30179685,"Fabricação de celulose, papel e produtos de papel",3,2023
São Paulo,114.58978,113.5248865,"Fabricação de celulose, papel e produtos de papel",3,2013
São Paulo,102.34656,103.9242616,"Fabricação de celulose, papel e produtos de papel",6,2017
São Paulo,104.6103,100.08949,"Fabricação de celulose, papel e produtos de papel",8,2024
São Paulo,102.81702,104.9043091,"Fabricação de celulose, papel e produtos de papel",6,2018
São Paulo,100.06829,98.73173688,"Fabricação de celulose, papel e produtos de papel",11,2020
São Paulo,111.85799,113.6666511,"Fabricação de celulose, papel e produtos de papel",4,2013
São Paulo,97.83931,98.81486167,"Fabricação de celulose, papel e produtos de papel",12,2018
São Paulo,92.28686,89.36257259,"Fabricação de celulose, papel e produtos de papel",7,2021
São Paulo,104.18721,101.9122923,"Fabricação de celulose, papel e produtos de papel",5,2017
São Paulo,103.98259,100.8495095,"Fabricação de celulose, papel e produtos de papel",7,2023
São Paulo,104.44398,102.878019,"Fabricação de celulose, papel e produtos de papel",9,2017
São Paulo,103.63338,99.24119245,"Fabricação de celulose, papel e produtos de papel",7,2025
São Paulo,116.93834,113.6425284,"Fabricação de celulose, papel e produtos de papel",11,2012
São Paulo,99.72824,98.27584689,"Fabricação de celulose, papel e produtos de papel",9,2024
São Paulo,97.33632,98.6578391,"Fabricação de celulose, papel e produtos de papel",12,2024
São Paulo,108.53008,110.1707792,"Fabricação de celulose, papel e produtos de papel",1,2012
São Paulo,110.3679,112.9956775,"Fabricação de celulose, papel e produtos de papel",12,2012
São Paulo,97.93845,97.04493391,"Fabricação de celulose, papel e produtos de papel",3,2022
São Paulo,111.6817,105.0230133,"Fabricação de celulose, papel e produtos de papel",10,2018
São Paulo,107.53887,102.6426829,"Fabricação de celulose, papel e produtos de papel",8,2017
São Paulo,96.78319,98.28521873,"Fabricação de celulose, papel e produtos de papel",1,2021
São Paulo,100.17326,101.0101963,"Fabricação de celulose, papel e produtos de papel",1,2023
São Paulo,87.3313,97.25777485,"Fabricação de celulose, papel e produtos de papel",2,2022
São Paulo,112.94672,113.9057043,"Fabricação de celulose, papel e produtos de papel",1,2013
São Paulo,101.07067,100.1671191,"Fabricação de celulose, papel e produtos de papel",7,2017
São Paulo,105.15983,102.1623707,"Fabricação de celulose, papel e produtos de papel",8,2015
São Paulo,104.90963,102.8576227,"Fabricação de celulose, papel e produtos de papel",9,2023
São Paulo,111.87197,109.7457675,"Fabricação de celulose, papel e produtos de papel",7,2014
São Paulo,104.02294,104.372502,"Fabricação de celulose, papel e produtos de papel",5,2024
São Paulo,101.78938,101.1289019,"Fabricação de celulose, papel e produtos de papel",5,2016
São Paulo,102.43031,102.341947,"Fabricação de celulose, papel e produtos de papel",3,2020
São Paulo,111.44362,109.0504266,"Fabricação de celulose, papel e produtos de papel",8,2014
São Paulo,94.73217,99.31822195,"Fabricação de celulose, papel e produtos de papel",4,2020
São Paulo,96.28553,100.2652404,"Fabricação de celulose, papel e produtos de papel",4,2016
São Paulo,95.04581,98.93268893,"Fabricação de celulose, papel e produtos de papel",4,2025
São Paulo,100.5576,101.9511413,"Fabricação de celulose, papel e produtos de papel",12,2023
São Paulo,99.14893,102.1690412,"Fabricação de celulose, papel e produtos de papel",6,2022
São Paulo,95.91357,98.99744314,"Fabricação de celulose, papel e produtos de papel",6,2019
São Paulo,115.6328,108.9344684,"Fabricação de celulose, papel e produtos de papel",10,2014
São Paulo,111.4497,109.0956667,"Fabricação de celulose, papel e produtos de papel",11,2014
São Paulo,101.85214,100.2873648,"Fabricação de celulose, papel e produtos de papel",3,2016
São Paulo,115.7239,114.1586935,"Fabricação de celulose, papel e produtos de papel",9,2014
São Paulo,102.1208,100.6349365,"Fabricação de celulose, papel e produtos de papel",5,2019
São Paulo,102.98834,111.3999545,"Fabricação de celulose, papel e produtos de papel",2,2014
São Paulo,112.77603,112.2529472,"Fabricação de celulose, papel e produtos de papel",3,2014
São Paulo,102.86668,101.0753626,"Fabricação de celulose, papel e produtos de papel",9,2016
São Paulo,96.52123,100.9410332,"Fabricação de celulose, papel e produtos de papel",4,2019
São Paulo,104.31615,99.86165578,"Fabricação de celulose, papel e produtos de papel",8,2016
São Paulo,101.58458,100.5576384,"Fabricação de celulose, papel e produtos de papel",11,2023
São Paulo,107.72653,110.9114024,"Fabricação de celulose, papel e produtos de papel",4,2014
São Paulo,112.1648,110.3288948,"Fabricação de celulose, papel e produtos de papel",5,2014
São Paulo,92.27117,101.1621176,"Fabricação de celulose, papel e produtos de papel",2,2025
São Paulo,99.65065,99.70110315,"Fabricação de celulose, papel e produtos de papel",5,2025
São Paulo,106.70801,100.6540954,"Fabricação de celulose, papel e produtos de papel",10,2022
São Paulo,103.6601,102.7922126,"Fabricação de celulose, papel e produtos de papel",7,2016
São Paulo,105.51444,108.5858765,"Fabricação de celulose, papel e produtos de papel",6,2014
São Paulo,85.78182,85.56765993,"Fabricação de celulose, papel e produtos de papel",5,2020
São Paulo,99.66325,100.1545442,"Fabricação de celulose, papel e produtos de papel",6,2016
São Paulo,91.27773,91.42362102,"Fabricação de celulose, papel e produtos de papel",5,2022
São Paulo,103.53273,101.1404623,"Fabricação de celulose, papel e produtos de papel",9,2022
São Paulo,105.91761,101.3255972,"Fabricação de celulose, papel e produtos de papel",8,2022
São Paulo,100.72941,100.8280312,"Fabricação de celulose, papel e produtos de papel",12,2019
São Paulo,101.63123,99.6600666,"Fabricação de celulose, papel e produtos de papel",11,2019
São Paulo,100.82187,99.78682323,"Fabricação de celulose, papel e produtos de papel",5,2015
São Paulo,106.05884,99.5258572,"Fabricação de celulose, papel e produtos de papel",10,2015
São Paulo,105.19139,105.8107135,"Fabricação de celulose, papel e produtos de papel",3,2024
São Paulo,97.01207,103.5978794,"Fabricação de celulose, papel e produtos de papel",2,2024
São Paulo,97.59377,96.34277476,"Fabricação de celulose, papel e produtos de papel",9,2019
São Paulo,103.66783,105.4369785,"Fabricação de celulose, papel e produtos de papel",6,2015
São Paulo,104.26381,97.24955653,"Fabricação de celulose, papel e produtos de papel",10,2019
São Paulo,100.4169,101.0733596,"Fabricação de celulose, papel e produtos de papel",3,2025
São Paulo,102.41906,100.3573731,"Fabricação de celulose, papel e produtos de papel",9,2015
São Paulo,104.77765,103.0653426,"Fabricação de celulose, papel e produtos de papel",7,2015
São Paulo,100.44451,98.38027911,"Fabricação de celulose, papel e produtos de papel",11,2015
São Paulo,99.0272,102.9907333,"Fabricação de celulose, papel e produtos de papel",4,2015
São Paulo,100.40202,98.33639771,"Fabricação de celulose, papel e produtos de papel",7,2019
São Paulo,105.68285,107.2462325,"Fabricação de celulose, papel e produtos de papel",12,2014
São Paulo,95.973,102.5180663,"Fabricação de celulose, papel e produtos de papel",2,2016
São Paulo,98.37396,101.1544274,"Fabricação de celulose, papel e produtos de papel",1,2016
São Paulo,102.79572,96.95208189,"Fabricação de celulose, papel e produtos de papel",10,2021
São Paulo,98.50144,96.4590504,"Fabricação de celulose, papel e produtos de papel",11,2021
São Paulo,103.73855,104.0617871,"Fabricação de celulose, papel e produtos de papel",1,2024
São Paulo,102.94257,104.8233085,"Fabricação de celulose, papel e produtos de papel",1,2015
São Paulo,102.45874,105.8417302,"Fabricação de celulose, papel e produtos de papel",4,2024
São Paulo,100.00521,101.0316214,"Fabricação de celulose, papel e produtos de papel",1,2020
São Paulo,105.58829,102.8960458,"Fabricação de celulose, papel e produtos de papel",7,2022
São Paulo,94.0564,103.7572395,"Fabricação de celulose, papel e produtos de papel",2,2015
São Paulo,99.88061,101.0306362,"Fabricação de celulose, papel e produtos de papel",12,2015
São Paulo,102.45751,98.20895071,"Fabricação de celulose, papel e produtos de papel",8,2019
São Paulo,106.45783,104.6153078,"Fabricação de celulose, papel e produtos de papel",3,2015
São Paulo,97.62751,103.9114798,"Fabricação de celulose, papel e produtos de papel",2,2020
São Paulo,97.37724,98.65459404,"Fabricação de celulose, papel e produtos de papel",12,2016
São Paulo,105.97504,100.2919717,"Fabricação de celulose, papel e produtos de papel",10,2016
São Paulo,110.48177,112.0891357,"Fabricação de celulose, papel e produtos de papel",1,2014
São Paulo,108.44756,110.7427588,"Fabricação de celulose, papel e produtos de papel",12,2013
São Paulo,107.78276,101.2490692,"Fabricação de celulose, papel e produtos de papel",10,2023
São Paulo,120.76583,113.6241415,"Fabricação de celulose, papel e produtos de papel",10,2013
São Paulo,99.13977,96.74851938,"Fabricação de celulose, papel e produtos de papel",9,2021
São Paulo,97.68357,99.41160265,"Fabricação de celulose, papel e produtos de papel",3,2019
São Paulo,100.1577,96.61162281,"Fabricação de celulose, papel e produtos de papel",8,2020
São Paulo,114.83087,111.6834657,"Fabricação de celulose, papel e produtos de papel",11,2013
São Paulo,102.54201,105.3207701,"Fabricação de celulose, papel e produtos de papel",6,2024
São Paulo,104.35564,102.7374759,"Fabricação de celulose, papel e produtos de papel",11,2022
São Paulo,95.47161,93.18176335,"Fabricação de celulose, papel e produtos de papel",7,2020
São Paulo,105.65622,102.9396424,"Fabricação de celulose, papel e produtos de papel",11,2016
São Paulo,97.67566,98.40568399,"Fabricação de celulose, papel e produtos de papel",1,2025
São Paulo,84.57014,87.24213258,"Fabricação de celulose, papel e produtos de papel",6,2020
São Paulo,94.10503,93.53847143,Confecção de artigos do vestuário e acessórios,6,2025
São Paulo,89.00081,97.13003577,Confecção de artigos do vestuário e acessórios,4,2023
São Paulo,30.52712,31.81108168,Confecção de artigos do vestuário e acessórios,4,2020
São Paulo,143.03787,132.7898145,Confecção de artigos do vestuário e acessórios,11,2016
São Paulo,125.57262,176.5228571,Confecção de artigos do vestuário e acessórios,12,2012
São Paulo,140.74947,124.4056128,Confecção de artigos do vestuário e acessórios,10,2018
São Paulo,76.84214,95.82103754,Confecção de artigos do vestuário e acessórios,1,2023
São Paulo,155.88168,153.5955675,Confecção de artigos do vestuário e acessórios,6,2014
São Paulo,143.8469,130.5280266,Confecção de artigos do vestuário e acessórios,3,2017
São Paulo,136.6317,128.6116452,Confecção de artigos do vestuário e acessórios,5,2019
São Paulo,140.3893,130.9723785,Confecção de artigos do vestuário e acessórios,6,2016
São Paulo,97.02718,121.3299275,Confecção de artigos do vestuário e acessórios,1,2021
São Paulo,140.5684,128.1797285,Confecção de artigos do vestuário e acessórios,8,2017
São Paulo,88.91111,77.32116471,Confecção de artigos do vestuário e acessórios,7,2020
São Paulo,122.97297,167.4605412,Confecção de artigos do vestuário e acessórios,12,2013
São Paulo,117.21899,164.4524717,Confecção de artigos do vestuário e acessórios,1,2012
São Paulo,102.16611,134.6783882,Confecção de artigos do vestuário e acessórios,1,2017
São Paulo,87.61908,78.85265792,Confecção de artigos do vestuário e acessórios,3,2020
São Paulo,171.73134,162.0409271,Confecção de artigos do vestuário e acessórios,8,2014
São Paulo,83.16355,93.47919988,Confecção de artigos do vestuário e acessórios,2,2024
São Paulo,134.95225,127.1446475,Confecção de artigos do vestuário e acessórios,5,2016
São Paulo,128.59471,123.4975925,Confecção de artigos do vestuário e acessórios,9,2019
São Paulo,108.79933,98.88271822,Confecção de artigos do vestuário e acessórios,3,2022
São Paulo,94.3651,110.6563577,Confecção de artigos do vestuário e acessórios,2,2022
São Paulo,188.84122,165.0829413,Confecção de artigos do vestuário e acessórios,10,2012
São Paulo,137.93452,131.2574634,Confecção de artigos do vestuário e acessórios,9,2017
São Paulo,98.41232,97.563487,Confecção de artigos do vestuário e acessórios,5,2024
São Paulo,98.2545,93.24571871,Confecção de artigos do vestuário e acessórios,7,2023
São Paulo,87.43142,95.04869799,Confecção de artigos do vestuário e acessórios,2,2025
São Paulo,74.6253,97.34579848,Confecção de artigos do vestuário e acessórios,12,2024
São Paulo,104.67452,96.55551494,Confecção de artigos do vestuário e acessórios,3,2023
São Paulo,106.20128,97.38738419,Confecção de artigos do vestuário e acessórios,9,2021
São Paulo,175.18007,163.0949132,Confecção de artigos do vestuário e acessórios,7,2013
São Paulo,177.31197,164.2652591,Confecção de artigos do vestuário e acessórios,11,2012
São Paulo,102.59136,96.96574831,Confecção de artigos do vestuário e acessórios,9,2024
São Paulo,107.46173,97.52997085,Confecção de artigos do vestuário e acessórios,7,2025
São Paulo,171.28339,159.132593,Confecção de artigos do vestuário e acessórios,7,2014
São Paulo,122.12346,163.9202844,Confecção de artigos do vestuário e acessórios,1,2013
São Paulo,139.18484,133.3098249,Confecção de artigos do vestuário e acessórios,7,2016
São Paulo,169.69607,170.5277043,Confecção de artigos do vestuário e acessórios,3,2014
São Paulo,91.58652,98.33591834,Confecção de artigos do vestuário e acessórios,3,2025
São Paulo,188.58716,172.718509,Confecção de artigos do vestuário e acessórios,4,2013
São Paulo,92.64519,124.1603383,Confecção de artigos do vestuário e acessórios,12,2018
São Paulo,66.80552,63.29133306,Confecção de artigos do vestuário e acessórios,6,2020
São Paulo,137.29976,127.4582133,Confecção de artigos do vestuário e acessórios,9,2016
São Paulo,129.86609,127.9600035,Confecção de artigos do vestuário e acessórios,4,2019
São Paulo,98.22387,96.34130722,Confecção de artigos do vestuário e acessórios,5,2025
São Paulo,108.40007,94.23990927,Confecção de artigos do vestuário e acessórios,8,2024
São Paulo,126.02244,129.1103281,Confecção de artigos do vestuário e acessórios,4,2017
São Paulo,141.11581,125.2760493,Confecção de artigos do vestuário e acessórios,10,2019
São Paulo,190.10873,173.4242623,Confecção de artigos do vestuário e acessórios,5,2013
São Paulo,94.81086,93.8065615,Confecção de artigos do vestuário e acessórios,5,2022
São Paulo,113.4772,120.3057704,Confecção de artigos do vestuário e acessórios,3,2019
São Paulo,114.73191,98.50154732,Confecção de artigos do vestuário e acessórios,8,2023
São Paulo,147.63453,133.7067292,Confecção de artigos do vestuário e acessórios,5,2017
São Paulo,100.45626,100.5552267,Confecção de artigos do vestuário e acessórios,6,2024
São Paulo,110.77201,100.64176,Confecção de artigos do vestuário e acessórios,7,2021
São Paulo,123.50928,114.4680585,Confecção de artigos do vestuário e acessórios,11,2020
São Paulo,164.81362,174.5426317,Confecção de artigos do vestuário e acessórios,2,2014
São Paulo,136.38996,125.0334737,Confecção de artigos do vestuário e acessórios,10,2016
São Paulo,113.00766,100.3211631,Confecção de artigos do vestuário e acessórios,10,2020
São Paulo,142.49026,135.1335382,Confecção de artigos do vestuário e acessórios,6,2015
São Paulo,170.22111,168.4705848,Confecção de artigos do vestuário e acessórios,6,2013
São Paulo,129.38469,117.6740088,Confecção de artigos do vestuário e acessórios,11,2018
São Paulo,181.51752,165.2514637,Confecção de artigos do vestuário e acessórios,5,2014
São Paulo,89.02977,93.41472819,Confecção de artigos do vestuário e acessórios,4,2022
São Paulo,141.17858,134.7381666,Confecção de artigos do vestuário e acessórios,7,2017
São Paulo,38.19758,37.87257873,Confecção de artigos do vestuário e acessórios,5,2020
São Paulo,93.72686,116.536507,Confecção de artigos do vestuário e acessórios,1,2019
São Paulo,107.57449,99.04424131,Confecção de artigos do vestuário e acessórios,10,2022
São Paulo,98.85907,89.3384695,Confecção de artigos do vestuário e acessórios,11,2023
São Paulo,89.83724,112.8838518,Confecção de artigos do vestuário e acessórios,12,2020
São Paulo,107.13444,94.73330143,Confecção de artigos do vestuário e acessórios,10,2023
São Paulo,140.89084,136.6989202,Confecção de artigos do vestuário e acessórios,6,2017
São Paulo,145.07626,133.4972874,Confecção de artigos do vestuário e acessórios,9,2015
São Paulo,127.20663,167.5496957,Confecção de artigos do vestuário e acessórios,1,2014
São Paulo,148.57113,135.6177497,Confecção de artigos do vestuário e acessórios,8,2016
São Paulo,180.76865,173.0536251,Confecção de artigos do vestuário e acessórios,4,2014
São Paulo,170.05351,168.4878972,Confecção de artigos do vestuário e acessórios,3,2013
São Paulo,116.74297,104.6708872,Confecção de artigos do vestuário e acessórios,5,2018
São Paulo,149.35439,138.5648336,Confecção de artigos do vestuário e acessórios,7,2015
São Paulo,137.21879,159.0143114,Confecção de artigos do vestuário e acessórios,2,2013
São Paulo,89.53477,93.68866417,Confecção de artigos do vestuário e acessórios,3,2024
São Paulo,103.06631,92.42453388,Confecção de artigos do vestuário e acessórios,7,2024
São Paulo,77.74793,94.31052984,Confecção de artigos do vestuário e acessórios,1,2024
São Paulo,111.29835,149.4921845,Confecção de artigos do vestuário e acessórios,1,2015
São Paulo,93.43617,119.5749702,Confecção de artigos do vestuário e acessórios,1,2018
São Paulo,85.83777,87.38832317,Confecção de artigos do vestuário e acessórios,4,2021
São Paulo,103.4958,96.60040544,Confecção de artigos do vestuário e acessórios,4,2024
São Paulo,100.99962,122.4420086,Confecção de artigos do vestuário e acessórios,1,2020
São Paulo,124.07887,114.1617689,Confecção de artigos do vestuário e acessórios,7,2018
São Paulo,112.03247,97.95788905,Confecção de artigos do vestuário e acessórios,11,2021
São Paulo,146.27812,165.2731687,Confecção de artigos do vestuário e acessórios,2,2012
São Paulo,120.53747,117.972436,Confecção de artigos do vestuário e acessórios,9,2018
São Paulo,120.61765,136.4421475,Confecção de artigos do vestuário e acessórios,2,2017
São Paulo,88.15364,85.27119812,Confecção de artigos do vestuário e acessórios,6,2021
São Paulo,92.16184,85.27586631,Confecção de artigos do vestuário e acessórios,8,2020
São Paulo,94.73712,134.1314283,Confecção de artigos do vestuário e acessórios,1,2016
São Paulo,80.35994,102.9396777,Confecção de artigos do vestuário e acessórios,1,2022
São Paulo,166.08738,161.9423744,Confecção de artigos do vestuário e acessórios,6,2012
São Paulo,106.23521,96.49819602,Confecção de artigos do vestuário e acessórios,8,2025
São Paulo,191.08463,169.2046001,Confecção de artigos do vestuário e acessórios,10,2013
São Paulo,105.53287,97.46601215,Confecção de artigos do vestuário e acessórios,10,2021
São Paulo,161.90755,149.6972385,Confecção de artigos do vestuário e acessórios,3,2015
São Paulo,88.93354,90.12546891,Confecção de artigos do vestuário e acessórios,5,2021
São Paulo,137.2152,131.3278459,Confecção de artigos do vestuário e acessórios,11,2015
São Paulo,100.58972,93.14609246,Confecção de artigos do vestuário e acessórios,9,2023
São Paulo,131.89977,127.3620769,Confecção de artigos do vestuário e acessórios,3,2018
São Paulo,89.29262,116.2820715,Confecção de artigos do vestuário e acessórios,12,2019
São Paulo,113.80908,116.4867294,Confecção de artigos do vestuário e acessórios,2,2019
São Paulo,147.96464,142.4730966,Confecção de artigos do vestuário e acessórios,4,2015
São Paulo,139.61159,131.3549202,Confecção de artigos do vestuário e acessórios,8,2015
São Paulo,169.86767,158.1712832,Confecção de artigos do vestuário e acessórios,3,2012
São Paulo,107.74442,102.3457537,Confecção de artigos do vestuário e acessórios,7,2022
São Paulo,161.3103,158.27342,Confecção de artigos do vestuário e acessórios,4,2012
São Paulo,127.16524,116.5944272,Confecção de artigos do vestuário e acessórios,8,2018
São Paulo,174.18677,153.6029841,Confecção de artigos do vestuário e acessórios,5,2012
São Paulo,124.97971,142.314715,Confecção de artigos do vestuário e acessórios,2,2015
São Paulo,114.30235,98.05686983,Confecção de artigos do vestuário e acessórios,10,2024
São Paulo,101.32536,97.65413511,Confecção de artigos do vestuário e acessórios,5,2023
São Paulo,138.04054,128.2669016,Confecção de artigos do vestuário e acessórios,8,2019
São Paulo,98.66386,132.0589008,Confecção de artigos do vestuário e acessórios,12,2015
São Paulo,178.20728,167.8546943,Confecção de artigos do vestuário e acessórios,9,2013
São Paulo,109.95296,125.7293936,Confecção de artigos do vestuário e acessórios,2,2018
São Paulo,77.77742,96.32893419,Confecção de artigos do vestuário e acessórios,1,2025
São Paulo,109.46237,147.154374,Confecção de artigos do vestuário e acessórios,12,2014
São Paulo,176.03295,157.5346684,Confecção de artigos do vestuário e acessórios,10,2014
São Paulo,113.99132,98.34197029,Confecção de artigos do vestuário e acessórios,8,2022
São Paulo,112.64155,101.344418,Confecção de artigos do vestuário e acessórios,8,2021
São Paulo,104.54929,136.8116314,Confecção de artigos do vestuário e acessórios,12,2016
São Paulo,179.05776,162.1934348,Confecção de artigos do vestuário e acessórios,8,2013
São Paulo,173.03022,163.1729789,Confecção de artigos do vestuário e acessórios,7,2012
São Paulo,180.50803,171.236153,Confecção de artigos do vestuário e acessórios,11,2013
São Paulo,190.81655,170.4973326,Confecção de artigos do vestuário e acessórios,8,2012
São Paulo,154.52145,150.0786743,Confecção de artigos do vestuário e acessórios,11,2014
São Paulo,132.8124,122.3644945,Confecção de artigos do vestuário e acessórios,11,2019
São Paulo,136.67358,126.7746502,Confecção de artigos do vestuário e acessórios,11,2017
São Paulo,150.19699,139.865302,Confecção de artigos do vestuário e acessórios,5,2015
